play,hit_concat,advancements_concat_sub,advancements_concat,AB,H,HBP,BB,1B,2B,3B,HR,R,SF,SH,
S9/L.3-H;2-H(TH)(NR);BX2(9363),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2-H(UR),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2-H(UR);1-3,S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2-H(UR);1X3(95),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2-H(UR);BX2(936),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2X3(932);1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(12);1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(92),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(92);1-3,S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(92);1-3(TH),S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(92);1-3(THH),S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(92526);B-2(TH),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(932);B-2(THH),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(93452);B-2(THH),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(935);1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(93642);B-2(THH),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(942);1-3,S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(9E2)(UR)(NR);1-H(NR)(UR);B-3(TH),S9,3-H;1-H;B-3,3-H;1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;2XH(UR)(9E2);B-2(THH),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;B-2(E2/TH),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;B-2(THH),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;B-3(E4/TH),S9,3-H;B-3,3-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;B-3(E9),S9,3-H;B-3,3-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;BX2(943),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H;BX2(96),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(TUR);1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(TUR);1-3;B-2(TH),S9,3-H;1-3;B-2,3-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(TUR);2-H(TUR);1-3;B-2(E9/TH),S9,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(TUR);2XH(92),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);1-3(E9),S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);1-H(E9/TH)(UR)(NR);B-3(TH),S9,3-H;1-H;B-3,3-H;1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);1X3(945),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);1X3(95),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);1X3(95);B-2(TH3),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-3,S9,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-3;BX2(934),S9,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H,S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H;1-2,S9,3-H;2-H;1-2,3-H;2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H;1-3,S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H;1-H(E9)(NR)(UR);B-2,S9,3-H;2-H;1-H;B-2,3-H;2-H;1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H;1X3(95),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(TUR),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(TUR);1-3,S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(TUR);1-3;BX2(93),S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);1-3;B-2(THH),S9,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);1-3;BX2(93),S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);1X3(925/TH),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);1X3(935/TH),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);1X3(93564/TH),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);1X3(96),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);1XH(962),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);B-2(TH),S9,3-H;2-H;B-2,3-H;2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2-H(UR);BX2(96),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);2XH(92),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L.3-H(UR);B-2(E9),S9,3-H;B-2,3-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L.B-2(E4/TH),S9,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L.B-3(E9)(E9/TH),S9,B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S9/L.B-3(E9)(E9/TH2),S9,B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S9/L.B-3(E9/TH2),S9,B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S9/L.BX2(943),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/DP.2-H;1X3(935);BX2(54),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/DP.2XH(92);BX2(246),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/DP.2XH(942);1-2;BX2(23),S9,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV,S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.1-2,S9,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.1-3,S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.1-3;B-2(TH3),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.1-3;BX2(946),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.1-3;BX2(96),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.1XH(962),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.2-H,S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;1-2;BX2(926),S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;1-3;BX2(956),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;1-3;BX2(96),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;1-3(THH);B-2(THH),S9,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;1X3(95),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;B-2(TH),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;B-2(THH),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;BX1(934),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;BX2(936),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H;BX2(96),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2-H(NR)(TH2);1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.2XH(92),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.2XH(92);1-2,S9,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.2XH(92);1-3,S9,;1-3,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.2XH(92);1-3(TH),S9,;1-3,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.2XH(92);B-2(THH),S9,;B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.3-H;1-3,S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.3-H;1X3(95),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.3-H;2XH(92),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.3-H;2XH(92);1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L/MREV.B-2(E9),S9,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.BX2(96),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/MREV.BX3(945)(E9),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/OBS.2-H;B-2(THH),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L/UREV,S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/UREV.1-3;BX2(96),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/UREV.2-3;1-2,S9,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L/UREV.2-H;1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L/UREV.2XH(92);1-2,S9,;1-2,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L/UREV.2XH(9362),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L/UREV.3-H;2-H(UR),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L/UREV.3-H;2XH(92);1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L/UREV.3-H(UR);1XH(9632),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.1-3;B-2(E5),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1-3;B-2(E9),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1-3;B-2(TH),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1-3;B-2(TH3),S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1-3;BX2(943),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1-3(E9),S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1-3(E9);B-2,S9,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1-H(UR)(E9)(NR),S9,1-H,1-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.1X3(96),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1X3(965),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1XH(942),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.1XH(963);B-3(TH),S9,;B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.2-3;1X3(9251);B-2,S9,2-3;B-2,2-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.2-3;B-2(TH),S9,2-3;B-2,2-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.2-3;BX2(926),S9,3-Feb,3-Feb,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.2-H;1-3;B-2(E9),S9,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1-3;B-2(E9/TH),S9,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1-3;B-2(TH),S9,2-H;1-3;B-2,2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1-3;BX2(934),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1-3;BX2(96),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1-3(E9),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1-3(TH),S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1X3(93565/TH),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;1X3(95),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;B-2(THH),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;BX2(94),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H;BX2(96),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H(E9)(NR);1-3,S9,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H(E9/TH)(UR),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H(UR);1-2,S9,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H(UR);B-2(E9),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.2-H(UR);B-2(THH),S9,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;1-3;BX2(96),S9,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-3;BX2(93),S9,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H;1-2,S9,3-H;2-H;1-2,3-H;2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H;1-3;BX2(946),S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H;1-3;BX2(96),S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H;1-3(TH);B-2(TH),S9,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H;B-2(E9),S9,3-H;2-H;B-2,3-H;2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H;BX2(93/TH),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H;BX2(96),S9,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2-H(UR)(E9);1-3,S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;2XH(92);1-2,S9,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H;BX2(96),S9,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H(UR);2-3;1-2,S9,3-H;2-3;1-2,3-H;2-3;1-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H(UR);2-H;1-3;B-2(TH),S9,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.3-H(UR);2-H(UR);1-3,S9,3-H;2-H;1-3,3-H;2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S9/L+.B-2(E6/TH),S9,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.B-2(E9/TH),S9,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.BX2(94),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L+.BX2(946),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L+/MREV.1-3,S9,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S9/L+/MREV.2-H,S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S9/L+/MREV.BX2(96),S9,,,1,1,0,0,1,0,0,0,0,0,0,
S9/L+/UREV.2-H;BX2(946),S9,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S93/F,S93,,,1,1,0,0,1,0,0,0,0,0,0,
S93/F-.1-2,S93,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S93/F-.1-3,S93,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S93/F-.2-H(UR);1-3,S93,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S93/F.1-3,S93,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S94/F-,S94,,,1,1,0,0,1,0,0,0,0,0,0,
S94/F-.1-2,S94,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S94/F-.1-3,S94,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S94/F-.2-3,S94,3-Feb,3-Feb,1,1,0,0,1,0,0,0,0,0,0,
S94/F-.3-H;1-3,S94,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S94/F-.3-H;2-3,S94,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S94/F-.BX2(436),S94,,,1,1,0,0,1,0,0,0,0,0,0,
S94/F-.BX2(46),S94,,,1,1,0,0,1,0,0,0,0,0,0,
S94/F-/MREV.BX2(46),S94,,,1,1,0,0,1,0,0,0,0,0,0,
S94/F.1-2,S94,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S94/F.2-3;1-2,S94,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S94/F.2-H;1-2,S94,2-H;1-2,2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S94/F.3-H,S94,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S94/F.3-H;1-2,S94,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S94/F.3-H;2-H,S94,3-H;2-H,3-H;2-H,1,1,0,0,1,0,0,0,1,0,0,
S94/F.3-H;2-H(E9)(NR);1-2,S94,3-H;2-H;1-2,3-H;2-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S94/F.B-2(E9),S94,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S94/L,S94,,,1,1,0,0,1,0,0,0,0,0,0,
S94/L-.2-3,S94,3-Feb,3-Feb,1,1,0,0,1,0,0,0,0,0,0,
S94/L-.2-H;1-H(NR);B-2(THH),S94,2-H;1-H;B-2,2-H;1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S94/L-.3-H;1-2,S94,3-H;1-2,3-H;1-2,1,1,0,0,1,0,0,0,1,0,0,
S94/L-.BX2(46),S94,,,1,1,0,0,1,0,0,0,0,0,0,
S98/F-,S98,,,1,1,0,0,1,0,0,0,0,0,0,
S98/F-.1-2,S98,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S98/F-.3-H,S98,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
S98/F-.3-H;2-3,S98,3-H;2-3,3-H;2-3,1,1,0,0,1,0,0,0,1,0,0,
S98/F-.B-2(E9),S98,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S98/F.1-3,S98,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S98/F.1-3;B-2(TH),S98,1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S98/F.2-3;1-2,S98,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S98/F.2-H,S98,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S98/F.2-H(UR),S98,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S98/F.3-H;1-H;BX2(8626),S98,3-H;1-H,3-H;1-H,1,1,0,0,1,0,0,0,1,0,0,
S98/G.1-2,S98,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S98/G.2-H,S98,2-H,2-H,1,1,0,0,1,0,0,0,1,0,0,
S98/G.B-2(E9),S98,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S98/L-,S98,,,1,1,0,0,1,0,0,0,0,0,0,
S98/L-.1-2,S98,2-Jan,2-Jan,1,1,0,0,1,0,0,0,0,0,0,
S98/L-.1-3,S98,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S98/L-.1XH(832),S98,,,1,1,0,0,1,0,0,0,0,0,0,
S98/L-.2-3;1-2,S98,2-3;1-2,2-3;1-2,1,1,0,0,1,0,0,0,0,0,0,
S98/L-.3-H;1-3,S98,3-H;1-3,3-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S98/L.1-3,S98,3-Jan,3-Jan,1,1,0,0,1,0,0,0,0,0,0,
S98/L.1-H,S98,1-H,1-H,1,1,0,0,1,0,0,0,1,0,0,
S98/L.1-H(E9)(NR);B-2,S98,1-H;B-2,1-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S98/L.1-H(E9)(NR);B-3,S98,1-H;B-3,1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S98/L.2-3,S98,3-Feb,3-Feb,1,1,0,0,1,0,0,0,0,0,0,
S98/L.2-H;1-3;BX2(84),S98,2-H;1-3,2-H;1-3,1,1,0,0,1,0,0,0,1,0,0,
S98/L.2-H;B-2(E9),S98,2-H;B-2,2-H;B-2,1,1,0,0,1,0,0,0,1,0,0,
S98/L.2-H(E9)(NR)(UR);1-H(NR)(UR);B-3,S98,2-H;1-H;B-3,2-H;1-H;B-3,1,1,0,0,1,0,0,0,1,0,0,
S98/L.2XH(82);1-3;B-2(THH),S98,;1-3;B-2,1-3;B-2,1,1,0,0,1,0,0,0,0,0,0,
S98/L.3-H;1-3(E9);B-2,S98,3-H;1-3;B-2,3-H;1-3;B-2,1,1,0,0,1,0,0,0,1,0,0,
S98/L.B-2(E9),S98,B-2,B-2,1,1,0,0,1,0,0,0,0,0,0,
S98/L.B-3(E9),S98,B-3,B-3,1,1,0,0,1,0,0,0,0,0,0,
S98/L+.3-H,S98,3-H,3-H,1,1,0,0,1,0,0,0,1,0,0,
SB2;SB3,SB2;SB3,;SB3,SB3,0,0,0,0,0,0,0,0,0,0,0,
SB2;SB3.2-H(E2/TH3)(UR);1-3,SB2;SB3,2-H;SB3;1-3,2-H;SB3;1-3,0,0,0,0,0,0,0,0,1,0,0,
SB2;SBH,SB2;SBH,;SBH,SBH,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3;3-H(E2/TH2),SB2,1-3;3-H,1-3;3-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-3(E1/TH2),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E2/TH1),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E2/TH2),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E2/THH),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E3),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E3/TH2),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E4/THH);3-H(E2/TH2),SB2,1-3;3-H,1-3;3-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-3(E5),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E6/TH),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(E8),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-3(PB),SB2,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,0,
SB2.1-H(E1/TH)(UR),SB2,1-H,1-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-H(E2/TH)(NR),SB2,1-H,1-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-H(E2/TH)(UR),SB2,1-H,1-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-H(E2/TH2)(E5)(UR)(NR),SB2,1-H,1-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-H(E2/TH2)(E8),SB2,1-H,1-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-H(E2/TH2)(E8)(NR)(UR),SB2,1-H,1-H,0,0,0,0,0,0,0,0,1,0,0,
SB2.1-H(E2/TH2)(E8/TH3),SB2,1-H,1-H,0,0,0,0,0,0,0,0,1,0,0,
